val_loss,val_acc,train_loss,train_acc
5.595319956541061,0.5110627,54.252876,0.5128668
6.19678370654583,0.50875074,37.865818,0.5146261
5.175820074975491,0.5100609,35.246826,0.5161021
5.907706201076508,0.51041967,32.83566,0.5159083
5.4552639573812485,0.5099581,33.803825,0.5162512
5.323243446648121,0.51142347,33.817844,0.51553553
5.1792991161346436,0.5103955,32.380913,0.51616174
5.717834085226059,0.5118871,32.33522,0.5163705
5.941090509295464,0.5095973,30.94922,0.5166836
5.182046301662922,0.5132234,28.849207,0.51644504
4.969976171851158,0.50972635,30.011902,0.5165941
3.3584928549826145,0.5132738,25.053156,0.5163705
3.5034287218004465,0.5132738,23.852737,0.5173992
6.293741762638092,0.5109861,30.237202,0.5173545
4.479209639132023,0.512143,31.001402,0.5169818
13.170985043048859,0.5021154,41.53905,0.51744395
11.036898851394653,0.50447977,73.75992,0.50755906
9.080303013324738,0.5095207,68.91234,0.5070074
7.388801544904709,0.50895435,51.07435,0.5146559
7.26591120660305,0.5097001,45.728462,0.5145515
7.252503216266632,0.5085432,45.164867,0.51477516
7.240744471549988,0.51041967,44.67871,0.51504356
